Word,POS,Definition
โก๊ยเตี๋ยว,น.,ก๋วยเตี๋ยว
โก่ยถาว,ก.,"จบ, เลิก เช่น เมนนี้โก้ยถาวแหล่ว - ตานี้เลิกแล้ว (ภ.ก.)."
โก้ยห่าน,น.,"พิธีสะเดาะเคราะห์ในพิธีกินเจ โดยการเดินผ่านข้ามสะพานไม้สะเดาะเคราะห์ เมื่อสุดสะพานจะมีพระจีนที่เข้าประทับทรงคอยพรมน้ำมนต์และประทับตราข้างหลังเสื้อ (ภ.ก., ท.ง.)"
โก้ยหูน,ก.,"สุกงอมเกินไปเกือบจะเน่า เช่น ลอกอนีโก้ยหู้นแล้ว - มะละกอนี้สุกงอมเกินเกือบจะเน่าแล้ว (จ., ภ.ก.)."
โก้ยเหยี่ยน,ว.,"หายอยาก (จ., ภ.ก.)."
โก้ยโห่ย,น.,"พิธีลุยไฟนิยมทำในเทศกาลกินผัก (จ., ภ.ก.)."
โกยโหลง,ก.,๑. รื้อทิ้ง.
โกยโหลง,ก.,ด่าว่าถึงญาติผูใหญ่ (ส.ฎ.).
โกยโหลง,ว.,มาก.
โกรก,น.,ชื่อไม้ล้มลุกหลายชนิด ในต้นฤดูฝนจะออกดอกก่อน เวลาบานส่งกลิ่นเหม็นมาก เมื่อดอกโรยแล้ว มีใบงอกออกมาเพียงใบเดียว ก้านดอกและใบกลม ยาว หน้าแล้งต้นตายเหลือหัวอยู่ใต้ดิน บางชนิดหัวกินได้ ใช้ทำยาได้.
โกรก,ก.,๑. เลื่อยไม้เป็นชิ้นเล็ก ๆ.
โกรก,ก.,พัดอยู่เรื่อย ๆ เช่น ลมโกรก.
โกรกกราก,ว.,เสียงดังเช่นนั้น เช่น เสียงหนูดังโกรกกราก.
โกรเกร,ว.,ผอมกะหร่อง เช่น อ้ายเด่นเป็นโรคป้างแลโกรเกรพิลึก - อ้ายเด่นเป็นโรคม้ามย้อยดูผอมกะหร่อง (ส.ฎ.).
โกร่ง,น.,"๑. ที่บดเครื่องยา, ถ้วยบดยา."
โกร่ง,น.,ที่เก็บสะสมเงิน โดยมีรูเล็ก ๆ ให้หยอดเงิน.
โกร่ง,น.,"โกร่ง, โลหะ รูปโค้งที่ด้ามกระบี่หรือดาบบางชนิด สำหรับป้องกันไม่ให้อาวุธถูกมือ เช่น โกร่งปืน, โกร่งกระบี่"
โกร่ง,ว.,เสียงดังเช่นนั้น.
โกรงกราง,ว.,เสียงดังเช่นนั้น เช่น ได้ยินเสียงดังโกรงกรางทางซ้ายมือ.
โกร่งแกรง,ว.,ผอมสูงชะลูด เช่น หมอนี้แลโกร่งแกรงเหมือนเปรต - คนนี้ผอมสูงเหมือนเปรต.
โกรม,ก.,"๑. คร่อม, ค้ำหัว, มีอำนาจเหนือกว่า เช่น อย่ายืนโกรมคน - อย่ายืนค้ำหัวคน, กูโกรมหัวมึงอยู่ อย่าอวดดี - กูคุ้มหัวมึงอยู่ มึงอย่าอวดดี."
โกรม,ก.,หยิบยื้อ เช่น. ขอไม่ให้มันก็โกรมเอา - ขอไม่ให้ก็ยื้อเอาต่อหน้า.
โกรม,ก.,ปกคลุม.
โกรย,น.,๑. ชื่อปลาทะเลและน้ำกร่อย.
โกรย,น.,ชื่อปลาน้ำจืด พบเฉพาะในแม่น้ำโขง คล้ายปลาขมงโกรย.
โกระ,น.,๑. ภาชนะเย็บด้วยกาบหมากหรือสิ่งอี่นที่มี ลักษณะคล้ายกัน (ดู กน
โกระ,น.,).
โกระ,น.,เครื่องสาน สำหรับสอยผลไม้.
โกระ,ก.,๑. บรรจุศพเข้าที่เก็บศพชั่วคราวหรือบรรจุพระเข้ากรุ.
โกระ,ก.,สุมทับลงไป เช่น เอากิ่งไม้มาโกระแล้วกลบเป็นมายา - เอากิ่งไม้มาสุมทับกันแล้วกลบดินเพื่อให้เป็นปุ๋ย.
โกระ,ก.,เลื่อยไม้ เป็นชิ้นเล็ก. ๆ.
โกลน,ก.,ตำข้าวพอให้เปลือกออก (ดู กล้อง
โกลน,ก.,๒.).
โกล้ย,ก.,"กู่, ตะโกน (ดู โก"
โกล้ย,ก.,).
โก้สั้ง,น.,กระดุมเข็มกลัดเป็นชุดที่ร้อยด้วยสร้อยติดเสื้อเจ้าสาวเจ้าบ่าว.
โกสุย,น.,ขนมถ้วยที่ผสมน้ำตาลทรายแดง โรยหน้าด้วยมะพร้าวขูด (ดู โก่ซุ้ย)
โก่เหล่ฉ่าย,น.,กะหล่ำปลี
"โก่เหล, กุเหล (ภ.ก., พ.ง.)",,ก็เรียก.
โก่เหล่ซ้อม,น.,"โสมเกาหลี (ภ.ก., พ.ง.)."
โกะสู,น.,ขนมถ้วยที่ผสมน้ำตาลทรายแดง โรยหน้าด้วยมะพร้าวขูด (ดู โก่ซุ้ย).
ไก,น.,๑. ลิ้นบังคับอัตโนมัติ เช่น ไกปืน.
ไก,น.,น้ำเหลืองที่เกาะเป็นฝ้า ซึ่งค้างปิดปากแผล.
ไก,น.,เมือกที่เกิดขึ้นในน้ำตาลสด.
ไก,น.,"ไก่, ชื่อสัตว์ปีกจำพวกนก บินได้ในระยะสั้น หากินตามพื้นดิน ตกไข่ก่อนแล้วจึงฟักเป็นตัว ตัวผู้หงอนใหญ่และเดือยยาว."
"ไกกวม, ไกลำ",น.,ไก่ชนที่ไม่มีเดือย ใช้กำลังของแข้งในการตีคู่ต่อสู้ให้ยอมแพ้.
ไกกอและ,น.,เรียกอาหารชนิดหนึ่ง ทำด้วยไก่ที่ถอดกระดูกชุบเครื่องปรุงรส ปิ้งให้สุก ว่า ไก่กอและ.
ไกแข้ง,น.,ไก่ชนที่ไม่มีเดือย หรือ มีก็สั้นมากจนติดแข้ง.
ไกจ้อตาหนู,สำ.,ด่าไม่ขาดปาก.
ไกแจ้,น.,ไก่ตัวเล็ก.
ไกเจียบ,น.,๑). ไก่เจี๊ยบ.
ไกเจียบ,น.,นกชนิดหนึ่ง ตัวขนาดลูกไก่สีเขียว หากินตามพื้นดินในป่าดงดิบ ตัวผู้มีจุก.
ไกซี,น.,"ไก่สีขาว.,"
ไกซี,สำ.,คนขี้แพ้.
ไกญี่ปุ่น,น.,ไก่แจ้ (ภ.ก.).
ไกเดือย,น.,ไก่ชนที่มีเดือย ใช้เดือยเป็นอาวุธในการทำร้ายคู่ต่อสู้.
ไกตัวเหมีย,สำ.,เป็นคำพูดตำหนิผู้ชายที่อ่อนแอ ไม่สู้คน.
